job_name,param_group,realization,mu1,mu2,mu3,COV,dh,dv,log10_K_Lower,log10_K_Middle,log10_K_Upper
Job_P003_R01,3,1,7.151987513547737e-08,4.399090150942493e-08,1.0199881606054477e-06,0.7069166355733498,56.29705901523015,4.382480917682221,-7.145573252433902,-7.356637137896816,-5.991404869231773
Job_P003_R02,3,2,7.151987513547737e-08,4.399090150942493e-08,1.0199881606054477e-06,0.7069166355733498,56.29705901523015,4.382480917682221,-7.145573252433902,-7.356637137896816,-5.991404869231773
Job_P003_R03,3,3,7.151987513547737e-08,4.399090150942493e-08,1.0199881606054477e-06,0.7069166355733498,56.29705901523015,4.382480917682221,-7.145573252433902,-7.356637137896816,-5.991404869231773
Job_P003_R04,3,4,7.151987513547737e-08,4.399090150942493e-08,1.0199881606054477e-06,0.7069166355733498,56.29705901523015,4.382480917682221,-7.145573252433902,-7.356637137896816,-5.991404869231773
Job_P003_R05,3,5,7.151987513547737e-08,4.399090150942493e-08,1.0199881606054477e-06,0.7069166355733498,56.29705901523015,4.382480917682221,-7.145573252433902,-7.356637137896816,-5.991404869231773
Job_P003_R06,3,6,7.151987513547737e-08,4.399090150942493e-08,1.0199881606054477e-06,0.7069166355733498,56.29705901523015,4.382480917682221,-7.145573252433902,-7.356637137896816,-5.991404869231773
Job_P003_R07,3,7,7.151987513547737e-08,4.399090150942493e-08,1.0199881606054477e-06,0.7069166355733498,56.29705901523015,4.382480917682221,-7.145573252433902,-7.356637137896816,-5.991404869231773
Job_P003_R08,3,8,7.151987513547737e-08,4.399090150942493e-08,1.0199881606054477e-06,0.7069166355733498,56.29705901523015,4.382480917682221,-7.145573252433902,-7.356637137896816,-5.991404869231773
Job_P003_R09,3,9,7.151987513547737e-08,4.399090150942493e-08,1.0199881606054477e-06,0.7069166355733498,56.29705901523015,4.382480917682221,-7.145573252433902,-7.356637137896816,-5.991404869231773
Job_P003_R10,3,10,7.151987513547737e-08,4.399090150942493e-08,1.0199881606054477e-06,0.7069166355733498,56.29705901523015,4.382480917682221,-7.145573252433902,-7.356637137896816,-5.991404869231773
Job_P003_R11,3,11,7.151987513547737e-08,4.399090150942493e-08,1.0199881606054477e-06,0.7069166355733498,56.29705901523015,4.382480917682221,-7.145573252433902,-7.356637137896816,-5.991404869231773
Job_P003_R12,3,12,7.151987513547737e-08,4.399090150942493e-08,1.0199881606054477e-06,0.7069166355733498,56.29705901523015,4.382480917682221,-7.145573252433902,-7.356637137896816,-5.991404869231773
Job_P003_R13,3,13,7.151987513547737e-08,4.399090150942493e-08,1.0199881606054477e-06,0.7069166355733498,56.29705901523015,4.382480917682221,-7.145573252433902,-7.356637137896816,-5.991404869231773
Job_P003_R14,3,14,7.151987513547737e-08,4.399090150942493e-08,1.0199881606054477e-06,0.7069166355733498,56.29705901523015,4.382480917682221,-7.145573252433902,-7.356637137896816,-5.991404869231773
Job_P003_R15,3,15,7.151987513547737e-08,4.399090150942493e-08,1.0199881606054477e-06,0.7069166355733498,56.29705901523015,4.382480917682221,-7.145573252433902,-7.356637137896816,-5.991404869231773
Job_P003_R16,3,16,7.151987513547737e-08,4.399090150942493e-08,1.0199881606054477e-06,0.7069166355733498,56.29705901523015,4.382480917682221,-7.145573252433902,-7.356637137896816,-5.991404869231773
Job_P003_R17,3,17,7.151987513547737e-08,4.399090150942493e-08,1.0199881606054477e-06,0.7069166355733498,56.29705901523015,4.382480917682221,-7.145573252433902,-7.356637137896816,-5.991404869231773
Job_P003_R18,3,18,7.151987513547737e-08,4.399090150942493e-08,1.0199881606054477e-06,0.7069166355733498,56.29705901523015,4.382480917682221,-7.145573252433902,-7.356637137896816,-5.991404869231773
Job_P003_R19,3,19,7.151987513547737e-08,4.399090150942493e-08,1.0199881606054477e-06,0.7069166355733498,56.29705901523015,4.382480917682221,-7.145573252433902,-7.356637137896816,-5.991404869231773
Job_P003_R20,3,20,7.151987513547737e-08,4.399090150942493e-08,1.0199881606054477e-06,0.7069166355733498,56.29705901523015,4.382480917682221,-7.145573252433902,-7.356637137896816,-5.991404869231773
Job_P004_R01,4,1,1.446517008871212e-09,7.815315479329493e-08,1.3688940874046305e-07,0.8723543111992387,167.4605604558885,3.037235776436713,-8.83967645533402,-7.107053486209533,-6.863630152329934
Job_P004_R02,4,2,1.446517008871212e-09,7.815315479329493e-08,1.3688940874046305e-07,0.8723543111992387,167.4605604558885,3.037235776436713,-8.83967645533402,-7.107053486209533,-6.863630152329934
Job_P004_R03,4,3,1.446517008871212e-09,7.815315479329493e-08,1.3688940874046305e-07,0.8723543111992387,167.4605604558885,3.037235776436713,-8.83967645533402,-7.107053486209533,-6.863630152329934
Job_P004_R04,4,4,1.446517008871212e-09,7.815315479329493e-08,1.3688940874046305e-07,0.8723543111992387,167.4605604558885,3.037235776436713,-8.83967645533402,-7.107053486209533,-6.863630152329934
Job_P004_R05,4,5,1.446517008871212e-09,7.815315479329493e-08,1.3688940874046305e-07,0.8723543111992387,167.4605604558885,3.037235776436713,-8.83967645533402,-7.107053486209533,-6.863630152329934
Job_P004_R06,4,6,1.446517008871212e-09,7.815315479329493e-08,1.3688940874046305e-07,0.8723543111992387,167.4605604558885,3.037235776436713,-8.83967645533402,-7.107053486209533,-6.863630152329934
Job_P004_R07,4,7,1.446517008871212e-09,7.815315479329493e-08,1.3688940874046305e-07,0.8723543111992387,167.4605604558885,3.037235776436713,-8.83967645533402,-7.107053486209533,-6.863630152329934
Job_P004_R08,4,8,1.446517008871212e-09,7.815315479329493e-08,1.3688940874046305e-07,0.8723543111992387,167.4605604558885,3.037235776436713,-8.83967645533402,-7.107053486209533,-6.863630152329934
Job_P004_R09,4,9,1.446517008871212e-09,7.815315479329493e-08,1.3688940874046305e-07,0.8723543111992387,167.4605604558885,3.037235776436713,-8.83967645533402,-7.107053486209533,-6.863630152329934
Job_P004_R10,4,10,1.446517008871212e-09,7.815315479329493e-08,1.3688940874046305e-07,0.8723543111992387,167.4605604558885,3.037235776436713,-8.83967645533402,-7.107053486209533,-6.863630152329934
Job_P004_R11,4,11,1.446517008871212e-09,7.815315479329493e-08,1.3688940874046305e-07,0.8723543111992387,167.4605604558885,3.037235776436713,-8.83967645533402,-7.107053486209533,-6.863630152329934
Job_P004_R12,4,12,1.446517008871212e-09,7.815315479329493e-08,1.3688940874046305e-07,0.8723543111992387,167.4605604558885,3.037235776436713,-8.83967645533402,-7.107053486209533,-6.863630152329934
Job_P004_R13,4,13,1.446517008871212e-09,7.815315479329493e-08,1.3688940874046305e-07,0.8723543111992387,167.4605604558885,3.037235776436713,-8.83967645533402,-7.107053486209533,-6.863630152329934
Job_P004_R14,4,14,1.446517008871212e-09,7.815315479329493e-08,1.3688940874046305e-07,0.8723543111992387,167.4605604558885,3.037235776436713,-8.83967645533402,-7.107053486209533,-6.863630152329934
Job_P004_R15,4,15,1.446517008871212e-09,7.815315479329493e-08,1.3688940874046305e-07,0.8723543111992387,167.4605604558885,3.037235776436713,-8.83967645533402,-7.107053486209533,-6.863630152329934
Job_P004_R16,4,16,1.446517008871212e-09,7.815315479329493e-08,1.3688940874046305e-07,0.8723543111992387,167.4605604558885,3.037235776436713,-8.83967645533402,-7.107053486209533,-6.863630152329934
Job_P004_R17,4,17,1.446517008871212e-09,7.815315479329493e-08,1.3688940874046305e-07,0.8723543111992387,167.4605604558885,3.037235776436713,-8.83967645533402,-7.107053486209533,-6.863630152329934
Job_P004_R18,4,18,1.446517008871212e-09,7.815315479329493e-08,1.3688940874046305e-07,0.8723543111992387,167.4605604558885,3.037235776436713,-8.83967645533402,-7.107053486209533,-6.863630152329934
Job_P004_R19,4,19,1.446517008871212e-09,7.815315479329493e-08,1.3688940874046305e-07,0.8723543111992387,167.4605604558885,3.037235776436713,-8.83967645533402,-7.107053486209533,-6.863630152329934
Job_P004_R20,4,20,1.446517008871212e-09,7.815315479329493e-08,1.3688940874046305e-07,0.8723543111992387,167.4605604558885,3.037235776436713,-8.83967645533402,-7.107053486209533,-6.863630152329934
Job_P005_R01,5,1,9.733462855857247e-08,1.015422874470062e-08,9.937974087125385e-06,0.5029043257928894,258.93340876833435,2.063007029598369,-7.011732624105852,-7.993353057452756,-5.002702139994705
Job_P005_R02,5,2,9.733462855857247e-08,1.015422874470062e-08,9.937974087125385e-06,0.5029043257928894,258.93340876833435,2.063007029598369,-7.011732624105852,-7.993353057452756,-5.002702139994705
Job_P005_R03,5,3,9.733462855857247e-08,1.015422874470062e-08,9.937974087125385e-06,0.5029043257928894,258.93340876833435,2.063007029598369,-7.011732624105852,-7.993353057452756,-5.002702139994705
Job_P005_R04,5,4,9.733462855857247e-08,1.015422874470062e-08,9.937974087125385e-06,0.5029043257928894,258.93340876833435,2.063007029598369,-7.011732624105852,-7.993353057452756,-5.002702139994705
Job_P005_R05,5,5,9.733462855857247e-08,1.015422874470062e-08,9.937974087125385e-06,0.5029043257928894,258.93340876833435,2.063007029598369,-7.011732624105852,-7.993353057452756,-5.002702139994705
Job_P005_R06,5,6,9.733462855857247e-08,1.015422874470062e-08,9.937974087125385e-06,0.5029043257928894,258.93340876833435,2.063007029598369,-7.011732624105852,-7.993353057452756,-5.002702139994705
Job_P005_R07,5,7,9.733462855857247e-08,1.015422874470062e-08,9.937974087125385e-06,0.5029043257928894,258.93340876833435,2.063007029598369,-7.011732624105852,-7.993353057452756,-5.002702139994705
Job_P005_R08,5,8,9.733462855857247e-08,1.015422874470062e-08,9.937974087125385e-06,0.5029043257928894,258.93340876833435,2.063007029598369,-7.011732624105852,-7.993353057452756,-5.002702139994705
Job_P005_R09,5,9,9.733462855857247e-08,1.015422874470062e-08,9.937974087125385e-06,0.5029043257928894,258.93340876833435,2.063007029598369,-7.011732624105852,-7.993353057452756,-5.002702139994705
Job_P005_R10,5,10,9.733462855857247e-08,1.015422874470062e-08,9.937974087125385e-06,0.5029043257928894,258.93340876833435,2.063007029598369,-7.011732624105852,-7.993353057452756,-5.002702139994705
Job_P005_R11,5,11,9.733462855857247e-08,1.015422874470062e-08,9.937974087125385e-06,0.5029043257928894,258.93340876833435,2.063007029598369,-7.011732624105852,-7.993353057452756,-5.002702139994705
Job_P005_R12,5,12,9.733462855857247e-08,1.015422874470062e-08,9.937974087125385e-06,0.5029043257928894,258.93340876833435,2.063007029598369,-7.011732624105852,-7.993353057452756,-5.002702139994705
Job_P005_R13,5,13,9.733462855857247e-08,1.015422874470062e-08,9.937974087125385e-06,0.5029043257928894,258.93340876833435,2.063007029598369,-7.011732624105852,-7.993353057452756,-5.002702139994705
Job_P005_R14,5,14,9.733462855857247e-08,1.015422874470062e-08,9.937974087125385e-06,0.5029043257928894,258.93340876833435,2.063007029598369,-7.011732624105852,-7.993353057452756,-5.002702139994705
Job_P005_R15,5,15,9.733462855857247e-08,1.015422874470062e-08,9.937974087125385e-06,0.5029043257928894,258.93340876833435,2.063007029598369,-7.011732624105852,-7.993353057452756,-5.002702139994705
Job_P005_R16,5,16,9.733462855857247e-08,1.015422874470062e-08,9.937974087125385e-06,0.5029043257928894,258.93340876833435,2.063007029598369,-7.011732624105852,-7.993353057452756,-5.002702139994705
Job_P005_R17,5,17,9.733462855857247e-08,1.015422874470062e-08,9.937974087125385e-06,0.5029043257928894,258.93340876833435,2.063007029598369,-7.011732624105852,-7.993353057452756,-5.002702139994705
Job_P005_R18,5,18,9.733462855857247e-08,1.015422874470062e-08,9.937974087125385e-06,0.5029043257928894,258.93340876833435,2.063007029598369,-7.011732624105852,-7.993353057452756,-5.002702139994705
Job_P005_R19,5,19,9.733462855857247e-08,1.015422874470062e-08,9.937974087125385e-06,0.5029043257928894,258.93340876833435,2.063007029598369,-7.011732624105852,-7.993353057452756,-5.002702139994705
Job_P005_R20,5,20,9.733462855857247e-08,1.015422874470062e-08,9.937974087125385e-06,0.5029043257928894,258.93340876833435,2.063007029598369,-7.011732624105852,-7.993353057452756,-5.002702139994705
Job_P006_R01,6,1,1.8471426805243383e-09,5.827031420129942e-08,2.860270085622624e-07,0.9128121504757529,140.82103476318025,1.8971106285110872,-8.733499556659861,-7.234552640129815,-6.5435929559767585
Job_P006_R02,6,2,1.8471426805243383e-09,5.827031420129942e-08,2.860270085622624e-07,0.9128121504757529,140.82103476318025,1.8971106285110872,-8.733499556659861,-7.234552640129815,-6.5435929559767585
Job_P006_R03,6,3,1.8471426805243383e-09,5.827031420129942e-08,2.860270085622624e-07,0.9128121504757529,140.82103476318025,1.8971106285110872,-8.733499556659861,-7.234552640129815,-6.5435929559767585
Job_P006_R04,6,4,1.8471426805243383e-09,5.827031420129942e-08,2.860270085622624e-07,0.9128121504757529,140.82103476318025,1.8971106285110872,-8.733499556659861,-7.234552640129815,-6.5435929559767585
Job_P006_R05,6,5,1.8471426805243383e-09,5.827031420129942e-08,2.860270085622624e-07,0.9128121504757529,140.82103476318025,1.8971106285110872,-8.733499556659861,-7.234552640129815,-6.5435929559767585
Job_P006_R06,6,6,1.8471426805243383e-09,5.827031420129942e-08,2.860270085622624e-07,0.9128121504757529,140.82103476318025,1.8971106285110872,-8.733499556659861,-7.234552640129815,-6.5435929559767585
Job_P006_R07,6,7,1.8471426805243383e-09,5.827031420129942e-08,2.860270085622624e-07,0.9128121504757529,140.82103476318025,1.8971106285110872,-8.733499556659861,-7.234552640129815,-6.5435929559767585
Job_P006_R08,6,8,1.8471426805243383e-09,5.827031420129942e-08,2.860270085622624e-07,0.9128121504757529,140.82103476318025,1.8971106285110872,-8.733499556659861,-7.234552640129815,-6.5435929559767585
Job_P006_R09,6,9,1.8471426805243383e-09,5.827031420129942e-08,2.860270085622624e-07,0.9128121504757529,140.82103476318025,1.8971106285110872,-8.733499556659861,-7.234552640129815,-6.5435929559767585
Job_P006_R10,6,10,1.8471426805243383e-09,5.827031420129942e-08,2.860270085622624e-07,0.9128121504757529,140.82103476318025,1.8971106285110872,-8.733499556659861,-7.234552640129815,-6.5435929559767585
Job_P006_R11,6,11,1.8471426805243383e-09,5.827031420129942e-08,2.860270085622624e-07,0.9128121504757529,140.82103476318025,1.8971106285110872,-8.733499556659861,-7.234552640129815,-6.5435929559767585
Job_P006_R12,6,12,1.8471426805243383e-09,5.827031420129942e-08,2.860270085622624e-07,0.9128121504757529,140.82103476318025,1.8971106285110872,-8.733499556659861,-7.234552640129815,-6.5435929559767585
Job_P006_R13,6,13,1.8471426805243383e-09,5.827031420129942e-08,2.860270085622624e-07,0.9128121504757529,140.82103476318025,1.8971106285110872,-8.733499556659861,-7.234552640129815,-6.5435929559767585
Job_P006_R14,6,14,1.8471426805243383e-09,5.827031420129942e-08,2.860270085622624e-07,0.9128121504757529,140.82103476318025,1.8971106285110872,-8.733499556659861,-7.234552640129815,-6.5435929559767585
Job_P006_R15,6,15,1.8471426805243383e-09,5.827031420129942e-08,2.860270085622624e-07,0.9128121504757529,140.82103476318025,1.8971106285110872,-8.733499556659861,-7.234552640129815,-6.5435929559767585
Job_P006_R16,6,16,1.8471426805243383e-09,5.827031420129942e-08,2.860270085622624e-07,0.9128121504757529,140.82103476318025,1.8971106285110872,-8.733499556659861,-7.234552640129815,-6.5435929559767585
Job_P006_R17,6,17,1.8471426805243383e-09,5.827031420129942e-08,2.860270085622624e-07,0.9128121504757529,140.82103476318025,1.8971106285110872,-8.733499556659861,-7.234552640129815,-6.5435929559767585
Job_P006_R18,6,18,1.8471426805243383e-09,5.827031420129942e-08,2.860270085622624e-07,0.9128121504757529,140.82103476318025,1.8971106285110872,-8.733499556659861,-7.234552640129815,-6.5435929559767585
Job_P006_R19,6,19,1.8471426805243383e-09,5.827031420129942e-08,2.860270085622624e-07,0.9128121504757529,140.82103476318025,1.8971106285110872,-8.733499556659861,-7.234552640129815,-6.5435929559767585
Job_P006_R20,6,20,1.8471426805243383e-09,5.827031420129942e-08,2.860270085622624e-07,0.9128121504757529,140.82103476318025,1.8971106285110872,-8.733499556659861,-7.234552640129815,-6.5435929559767585
Job_P007_R01,7,1,1.2344018459258708e-09,1.353669602981946e-08,3.3099737797050464e-06,0.7665065992377764,137.32396125921065,2.565769940461963,-8.90854343749998,-7.868487323177811,-5.480175446518697
Job_P007_R02,7,2,1.2344018459258708e-09,1.353669602981946e-08,3.3099737797050464e-06,0.7665065992377764,137.32396125921065,2.565769940461963,-8.90854343749998,-7.868487323177811,-5.480175446518697
Job_P007_R03,7,3,1.2344018459258708e-09,1.353669602981946e-08,3.3099737797050464e-06,0.7665065992377764,137.32396125921065,2.565769940461963,-8.90854343749998,-7.868487323177811,-5.480175446518697
Job_P007_R04,7,4,1.2344018459258708e-09,1.353669602981946e-08,3.3099737797050464e-06,0.7665065992377764,137.32396125921065,2.565769940461963,-8.90854343749998,-7.868487323177811,-5.480175446518697
Job_P007_R05,7,5,1.2344018459258708e-09,1.353669602981946e-08,3.3099737797050464e-06,0.7665065992377764,137.32396125921065,2.565769940461963,-8.90854343749998,-7.868487323177811,-5.480175446518697
Job_P007_R06,7,6,1.2344018459258708e-09,1.353669602981946e-08,3.3099737797050464e-06,0.7665065992377764,137.32396125921065,2.565769940461963,-8.90854343749998,-7.868487323177811,-5.480175446518697
Job_P007_R07,7,7,1.2344018459258708e-09,1.353669602981946e-08,3.3099737797050464e-06,0.7665065992377764,137.32396125921065,2.565769940461963,-8.90854343749998,-7.868487323177811,-5.480175446518697
Job_P007_R08,7,8,1.2344018459258708e-09,1.353669602981946e-08,3.3099737797050464e-06,0.7665065992377764,137.32396125921065,2.565769940461963,-8.90854343749998,-7.868487323177811,-5.480175446518697
Job_P007_R09,7,9,1.2344018459258708e-09,1.353669602981946e-08,3.3099737797050464e-06,0.7665065992377764,137.32396125921065,2.565769940461963,-8.90854343749998,-7.868487323177811,-5.480175446518697
Job_P007_R10,7,10,1.2344018459258708e-09,1.353669602981946e-08,3.3099737797050464e-06,0.7665065992377764,137.32396125921065,2.565769940461963,-8.90854343749998,-7.868487323177811,-5.480175446518697
Job_P007_R11,7,11,1.2344018459258708e-09,1.353669602981946e-08,3.3099737797050464e-06,0.7665065992377764,137.32396125921065,2.565769940461963,-8.90854343749998,-7.868487323177811,-5.480175446518697
Job_P007_R12,7,12,1.2344018459258708e-09,1.353669602981946e-08,3.3099737797050464e-06,0.7665065992377764,137.32396125921065,2.565769940461963,-8.90854343749998,-7.868487323177811,-5.480175446518697
Job_P007_R13,7,13,1.2344018459258708e-09,1.353669602981946e-08,3.3099737797050464e-06,0.7665065992377764,137.32396125921065,2.565769940461963,-8.90854343749998,-7.868487323177811,-5.480175446518697
Job_P007_R14,7,14,1.2344018459258708e-09,1.353669602981946e-08,3.3099737797050464e-06,0.7665065992377764,137.32396125921065,2.565769940461963,-8.90854343749998,-7.868487323177811,-5.480175446518697
Job_P007_R15,7,15,1.2344018459258708e-09,1.353669602981946e-08,3.3099737797050464e-06,0.7665065992377764,137.32396125921065,2.565769940461963,-8.90854343749998,-7.868487323177811,-5.480175446518697
Job_P007_R16,7,16,1.2344018459258708e-09,1.353669602981946e-08,3.3099737797050464e-06,0.7665065992377764,137.32396125921065,2.565769940461963,-8.90854343749998,-7.868487323177811,-5.480175446518697
Job_P007_R17,7,17,1.2344018459258708e-09,1.353669602981946e-08,3.3099737797050464e-06,0.7665065992377764,137.32396125921065,2.565769940461963,-8.90854343749998,-7.868487323177811,-5.480175446518697
Job_P007_R18,7,18,1.2344018459258708e-09,1.353669602981946e-08,3.3099737797050464e-06,0.7665065992377764,137.32396125921065,2.565769940461963,-8.90854343749998,-7.868487323177811,-5.480175446518697
Job_P007_R19,7,19,1.2344018459258708e-09,1.353669602981946e-08,3.3099737797050464e-06,0.7665065992377764,137.32396125921065,2.565769940461963,-8.90854343749998,-7.868487323177811,-5.480175446518697
